VMM register dump (vmmdump)

CHIP ID         : VMM5310
CHIP family     : Panamera
Firmware version: 5.04.135
35013Ch: 0x00000000 (0)
350140h: 0x00000000 (0)
350144h: 0x00000000 (0)
350148h: 0x00000000 (0)
35014Ch: 0x00000000 (0)
350200h: 0x01000000 (16777216)
350204h: 0xFEEDB001 (-17977343)
350208h: 0xFEEDB001 (-17977343)
35020Ch: 0xFEEDB001 (-17977343)
350210h: 0x00000000 (0)
350220h: 0x00040000 (262144)
350224h: 0x00000000 (0)
350228h: 0x00000000 (0)
35022Ch: 0x00000000 (0)
350230h: 0x00000000 (0)
350234h: 0x000F83E0 (1016800)
350248h: 0x00000000 (0)
350250h: 0x00000000 (0)
350264h: 0x00000000 (0)
350268h: 0x00000000 (0)
35026Ch: 0x00000000 (0)
350270h: 0x00000000 (0)
350274h: 0x00000000 (0)
350278h: 0xFFFD0018 (-196584)
35027Ch: 0xFFFFFFFE (-2)
350280h: 0x00019C00 (105472)
350284h: 0x00000000 (0)
350288h: 0x00000000 (0)
360000h: 0x00C80000 (13107200)
360004h: 0x00000000 (0)
360008h: 0x00000000 (0)
36000Ch: 0x00000000 (0)
360010h: 0x00005490 (21648)
360014h: 0x00000008 (8)
360018h: 0x00007C0A (31754)
36001Ch: 0x00000000 (0)
360020h: 0x01447BC4 (21265348)
360024h: 0x00000040 (64)
360028h: 0x423E0A64 (1111362148)
36002Ch: 0x00000000 (0)
360034h: 0x00000000 (0)
360038h: 0x0000E830 (59440)
360054h: 0x00000000 (0)
360058h: 0x00006206 (25094)
36005Ch: 0x00000834 (2100)
360060h: 0xF0000000 (-268435456)
360064h: 0x0000F000 (61440)
360068h: 0xB02049C0 (-1340061248)
36006Ch: 0x00000000 (0)
360070h: 0x00000000 (0)
360084h: 0x00140410 (1311760)
360088h: 0xFEEDB001 (-17977343)
36008Ch: 0x00000014 (20)
3600A4h: 0x00141A10 (1317392)
3600A8h: 0xFEEDB001 (-17977343)
3600ACh: 0x00000014 (20)
3600C4h: 0x50000000 (1342177280)
3600C8h: 0x00000000 (0)
3600CCh: 0x00000000 (0)
3600D0h: 0x00000000 (0)
3600D4h: 0x00000000 (0)
3600D8h: 0x0014751C (1340700)
3600DCh: 0x00000000 (0)
3600E0h: 0x00000000 (0)
3600E4h: 0x00000000 (0)
3600E8h: 0x01E21413 (31593491)
3600ECh: 0x00300001 (3145729)
3600F0h: 0x00000F02 (3842)
3600F4h: 0x00000110 (272)
3600F8h: 0x2A301FA4 (707796900)
3600FCh: 0x34BC2F76 (884748150)
360100h: 0x54603F48 (1415593800)
360104h: 0x00006978 (27000)
360108h: 0x00000000 (0)
36010Ch: 0x00000000 (0)
360110h: 0x00000000 (0)
360114h: 0x00000000 (0)
36011Ch: 0x01C50200 (29688320)
360120h: 0x00000000 (0)
360124h: 0x00000000 (0)
360128h: 0x00000000 (0)
36012Ch: 0x00000000 (0)
360130h: 0x00000000 (0)
360134h: 0x00000000 (0)
360138h: 0x00000000 (0)
36013Ch: 0x00000000 (0)
360140h: 0x00000000 (0)
360144h: 0x00000000 (0)
360148h: 0x00000000 (0)
36014Ch: 0x00000000 (0)
360150h: 0x00000002 (2)
360154h: 0x00000000 (0)
360158h: 0x00000000 (0)
36015Ch: 0x00000000 (0)
360160h: 0x00000000 (0)
360164h: 0x00000000 (0)
360168h: 0x00000000 (0)
36016Ch: 0x00001103 (4355)
360170h: 0x000000AA (170)
360174h: 0x00000000 (0)
360178h: 0x00000000 (0)
36017Ch: 0x00000000 (0)
360180h: 0x00000000 (0)
360184h: 0x00000000 (0)
370000h: 0xFEEDB001 (-17977343)
370004h: 0xFEEDB001 (-17977343)
370008h: 0xFEEDB001 (-17977343)
37000Ch: 0xFEEDB001 (-17977343)
370010h: 0xFEEDB001 (-17977343)
370014h: 0xFEEDB001 (-17977343)
370018h: 0xFEEDB001 (-17977343)
370040h: 0xFEEDB001 (-17977343)
370044h: 0xFEEDB001 (-17977343)
370050h: 0xFEEDB001 (-17977343)
370054h: 0xFEEDB001 (-17977343)
370058h: 0xFEEDB001 (-17977343)
370070h: 0xFEEDB001 (-17977343)
370074h: 0xFEEDB001 (-17977343)
371000h: 0x00000000 (0)
371004h: 0x002A54A8 (2774184)
371008h: 0x00005000 (20480)
37100Ch: 0x00008402 (33794)
371010h: 0x000000F8 (248)
371014h: 0x00000000 (0)
371018h: 0x00000000 (0)
37102Ch: 0x00000000 (0)
371030h: 0x00000000 (0)
371034h: 0x00000002 (2)
371038h: 0x0000FFFF (65535)
37103Ch: 0x0000010A (266)
371040h: 0x00000000 (0)
371044h: 0x44170100 (1142358272)
371048h: 0x0012D632 (1234482)
37104Ch: 0x01010700 (16844544)
371050h: 0x0000000F (15)
371054h: 0x0000000F (15)
371058h: 0x0000000F (15)
37105Ch: 0x0000000F (15)
371060h: 0x00008100 (33024)
371064h: 0x00000800 (2048)
371400h: 0x00000000 (0)
371404h: 0x00000000 (0)
371408h: 0x00000000 (0)
37140Ch: 0x00000000 (0)
371410h: 0x00000000 (0)
371414h: 0x00000000 (0)
371418h: 0x00000000 (0)
37141Ch: 0x00000000 (0)
371420h: 0x00000000 (0)
371424h: 0x00000000 (0)
371428h: 0x00000000 (0)
37142Ch: 0x00000000 (0)
371430h: 0x00001000 (4096)
371434h: 0x00000000 (0)
371438h: 0x00000000 (0)
37143Ch: 0x00001040 (4160)
371440h: 0x00000000 (0)
371444h: 0x00000000 (0)
371448h: 0x00000000 (0)
380000h: 0x00000013 (19)
380030h: 0x30285349 (807949129)
380034h: 0x00F00017 (15728663)
380038h: 0x00000001 (1)
38003Ch: 0x00000000 (0)
380040h: 0x65C41154 (1707348308)
380044h: 0x20047128 (537162024)
380048h: 0x00000F00 (3840)
38004Ch: 0x00000F0F (3855)
380050h: 0x15000105 (352321797)
380054h: 0x00000000 (0)
380058h: 0x00003333 (13107)
38005Ch: 0x00000000 (0)
380060h: 0x00003FCC (16332)
380064h: 0x373000C3 (925892803)
380070h: 0x00003FCC (16332)
380074h: 0x373000C3 (925892803)
380080h: 0x00003FCC (16332)
380084h: 0x373000C3 (925892803)
380090h: 0x00003FCC (16332)
380094h: 0x373000C3 (925892803)
3800FCh: 0x00302200 (3154432)
380148h: 0x37301BC3 (925899715)
380200h: 0x00000324 (804)
380204h: 0x00000546 (1350)
380208h: 0x0000001B (27)
38020Ch: 0x07D00190 (131072400)
380210h: 0x00001388 (5000)
380214h: 0x00002710 (10000)
380218h: 0x07D002EE (131072750)
38021Ch: 0x00000000 (0)
380220h: 0x00030D40 (200000)
380224h: 0x00000000 (0)
380250h: 0x000000BF (191)
380258h: 0x00010000 (65536)
38025Ch: 0x64081F00 (1678253824)
380260h: 0x00001B43 (6979)
380264h: 0x00000100 (256)
380268h: 0x00000007 (7)
380274h: 0x00000000 (0)
380278h: 0x00000000 (0)
380310h: 0x00000000 (0)
380314h: 0x00000000 (0)
380320h: 0x1001CE11 (268553745)
380324h: 0x0166722D (23491117)
380328h: 0x00000003 (3)
380330h: 0x00000002 (2)
380334h: 0x00000001 (1)
380338h: 0x317BDC59 (830200921)
38033Ch: 0x317BDC4D (830200909)
380340h: 0x00000500 (1280)
380344h: 0x00000200 (512)
380348h: 0x00001010 (4112)
38034Ch: 0x00000210 (528)
380350h: 0x00000001 (1)
380354h: 0x00000001 (1)
380358h: 0x000F5E0D (1007117)
38035Ch: 0x00000000 (0)
380360h: 0x00000040 (64)
380364h: 0x00000018 (24)
380368h: 0x00000040 (64)
38036Ch: 0x00000018 (24)
380370h: 0x0000000C (12)
380374h: 0x0000000C (12)
380378h: 0x00000100 (256)
38037Ch: 0x000A0030 (655408)
3803A0h: 0x00000000 (0)
380480h: 0x00000000 (0)
380500h: 0x00020305 (131845)
380504h: 0x00210021 (2162721)
380508h: 0x00030008 (196616)
38050Ch: 0x0300003F (50331711)
380510h: 0x00000001 (1)
380514h: 0x00000800 (2048)
380518h: 0x011F0402 (18809858)
380600h: 0x00000003 (3)
380604h: 0x00000000 (0)
380608h: 0x00000007 (7)
38060Ch: 0x00000000 (0)
380610h: 0x00000001 (1)
380614h: 0x0000000B (11)
380618h: 0x00000004 (4)
38061Ch: 0x00000010 (16)
380620h: 0x00000000 (0)
380624h: 0x00000000 (0)
380628h: 0x00000000 (0)
38062Ch: 0x00000000 (0)
380640h: 0x00000004 (4)
380648h: 0x00000000 (0)
38064Ch: 0x00000000 (0)
380650h: 0x00000000 (0)
380654h: 0x00000004 (4)
380658h: 0x00000000 (0)
38065Ch: 0x00000000 (0)
380660h: 0x00000000 (0)
380664h: 0x00000000 (0)
380668h: 0x00000000 (0)
38066Ch: 0x00000000 (0)
380680h: 0x00000821 (2081)
380684h: 0x00000000 (0)
380688h: 0x00000000 (0)
38068Ch: 0x00000000 (0)
380690h: 0x00000000 (0)
390000h: 0xC002801C (-1073577956)
390004h: 0x00000060 (96)
390008h: 0x018B02AA (25887402)
39000Ch: 0x028300E1 (42139873)
390010h: 0xFD5CFBBC (-44237892)
390014h: 0x3C1CF7FE (1008531454)
390018h: 0xBC1F537C (-1138797700)
39001Ch: 0x5C1CFBF7 (1545403383)
390020h: 0xFEFDDC7C (-16917380)
390024h: 0x003C9CDC (3972316)
39002Ch: 0x00000000 (0)
390030h: 0x00802FA5 (8400805)
390034h: 0x0C00000F (201326607)
390038h: 0xFFFF0100 (-65280)
39003Ch: 0x00000000 (0)
390040h: 0x00000000 (0)
390044h: 0x00000000 (0)
390048h: 0x04000400 (67109888)
39004Ch: 0x000000F8 (248)
390050h: 0x00E40A0F (14944783)
390054h: 0x00000000 (0)
390060h: 0x00000045 (69)
390064h: 0x0000E4E4 (58596)
390068h: 0x00000000 (0)
39006Ch: 0x00000000 (0)
390070h: 0x00000000 (0)
390074h: 0x00000000 (0)
390078h: 0x00000000 (0)
39007Ch: 0x00000000 (0)
390080h: 0x00000000 (0)
390084h: 0x00000000 (0)
390088h: 0x00000000 (0)
39008Ch: 0x00000000 (0)
390090h: 0x00000000 (0)
390094h: 0x00000000 (0)
390098h: 0x00000000 (0)
39009Ch: 0x00000000 (0)
3900A0h: 0x00000000 (0)
3900A4h: 0x00000000 (0)
3900A8h: 0x00000000 (0)
3900ACh: 0x000003F0 (1008)
3900B0h: 0x000C0804 (788484)
3900B4h: 0x00002512 (9490)
3900B8h: 0x192F98AD (422549677)
3900BCh: 0x20008109 (536903945)
3900C0h: 0x02040200 (33817088)
3900C4h: 0x4000081F (1073743903)
3900C8h: 0x05C90AA0 (97061536)
3900CCh: 0x00260070 (2490480)
3900D0h: 0x05A00A00 (94374400)
3900D4h: 0x00050020 (327712)
3900D8h: 0x0200402A (33570858)
3900DCh: 0x000047AF (18351)
3900E0h: 0x000005D6 (1494)
3900E4h: 0x0000BFA7 (49063)
3900E8h: 0x00008000 (32768)
3900ECh: 0x000047B0 (18352)
3900F0h: 0x000005D6 (1494)
3900F4h: 0xAF142020 (-1357635552)
3900F8h: 0xFFFF0000 (-65536)
3900FCh: 0x0000B8D8 (47320)
390100h: 0x01B7030E (28771086)
390104h: 0x00000000 (0)
390108h: 0x01000270 (16777840)
39010Ch: 0x00010001 (65537)
390110h: 0x00001000 (4096)
390114h: 0x00000000 (0)
390118h: 0x00000010 (16)
390120h: 0x00007F50 (32592)
390124h: 0x02000001 (33554433)
390128h: 0x00000000 (0)
39012Ch: 0x00000000 (0)
390130h: 0x00000000 (0)
390134h: 0x00000001 (1)
390138h: 0x00000000 (0)
39013Ch: 0x00000000 (0)
390140h: 0x00000000 (0)
390144h: 0x00000000 (0)
390148h: 0x00000000 (0)
39014Ch: 0x00000000 (0)
390200h: 0x01000000 (16777216)
390204h: 0xFEEDB001 (-17977343)
390208h: 0xFEEDB001 (-17977343)
39020Ch: 0xFEEDB001 (-17977343)
390210h: 0x00000000 (0)
390220h: 0x00040000 (262144)
390224h: 0x00000000 (0)
390228h: 0x00000000 (0)
39022Ch: 0x00000000 (0)
390230h: 0x00000000 (0)
390234h: 0x000F83E0 (1016800)
390248h: 0x00000000 (0)
390250h: 0x00000000 (0)
390264h: 0x00000000 (0)
390268h: 0x00000000 (0)
39026Ch: 0x00000000 (0)
390270h: 0x00000000 (0)
390274h: 0x00000000 (0)
390278h: 0xFFFD0018 (-196584)
39027Ch: 0xFFFFFFFE (-2)
390280h: 0x00019C00 (105472)
390284h: 0x00000000 (0)
390288h: 0x00000000 (0)
3A0000h: 0x001B0003 (1769475)
3A0004h: 0x00000000 (0)
3A0008h: 0x00140000 (1310720)
3A000Ch: 0x00000000 (0)
3A0010h: 0x00005094 (20628)
3A0014h: 0x00000008 (8)
3A0018h: 0x00007C0A (31754)
3A001Ch: 0x00000000 (0)
3A0020h: 0x01447BC4 (21265348)
3A0024h: 0x00000000 (0)
3A0028h: 0x013E0A0D (20843021)
3A002Ch: 0x0000000D (13)
3A0034h: 0x00000000 (0)
3A0038h: 0x0000E830 (59440)
3A0054h: 0x00000001 (1)
3A0058h: 0x00000007 (7)
3A005Ch: 0x00000810 (2064)
3A0060h: 0x90020401 (-1878916095)
3A0064h: 0x00000002 (2)
3A0068h: 0x0420C807 (69257223)
3A006Ch: 0x00000A0A (2570)
3A0070h: 0x00000000 (0)
3A0084h: 0x00140011 (1310737)
3A0088h: 0x00000002 (2)
3A008Ch: 0x00000074 (116)
3A00A4h: 0x00140012 (1310738)
3A00A8h: 0x00000000 (0)
3A00ACh: 0x00000075 (117)
3A00C4h: 0x50000000 (1342177280)
3A00C8h: 0x82810103 (-2105474813)
3A00CCh: 0x828100BD (-2105474883)
3A00D0h: 0x00000000 (0)
3A00D4h: 0x00000000 (0)
3A00D8h: 0x0014753C (1340732)
3A00DCh: 0x00000000 (0)
3A00E0h: 0x00000000 (0)
3A00E4h: 0x00000000 (0)
3A00E8h: 0x01E21413 (31593491)
3A00ECh: 0x00300001 (3145729)
3A00F0h: 0x00000F02 (3842)
3A00F4h: 0x00000110 (272)
3A00F8h: 0x2A301FA4 (707796900)
3A00FCh: 0x34BC2F76 (884748150)
3A0100h: 0x54603F48 (1415593800)
3A0104h: 0x00006978 (27000)
3A0108h: 0x00000000 (0)
3A010Ch: 0x00000000 (0)
3A0110h: 0x00000000 (0)
3A0114h: 0x00000000 (0)
3A011Ch: 0x01C50200 (29688320)
3A0120h: 0x00000000 (0)
3A0124h: 0x00000000 (0)
3A0128h: 0x00000000 (0)
3A012Ch: 0x00000000 (0)
3A0130h: 0x00000000 (0)
3A0134h: 0x00000000 (0)
3A0138h: 0x00000000 (0)
3A013Ch: 0x00000000 (0)
3A0140h: 0x00000000 (0)
3A0144h: 0x00000000 (0)
3A0148h: 0x00000000 (0)
3A014Ch: 0x00000000 (0)
3A0150h: 0x00000002 (2)
3A0154h: 0x00000000 (0)
3A0158h: 0x00000000 (0)
3A015Ch: 0x00000000 (0)
3A0160h: 0x00000000 (0)
3A0164h: 0x00000000 (0)
3A0168h: 0x00000000 (0)
3A016Ch: 0x00001103 (4355)
3A0170h: 0x00000000 (0)
3A0174h: 0x01000000 (16777216)
3A0178h: 0x00000000 (0)
3A017Ch: 0x00000000 (0)
3A0180h: 0x00000000 (0)
3A0184h: 0x00000000 (0)
3B0000h: 0x40000100 (1073742080)
3B0004h: 0x00003000 (12288)
3B0008h: 0x00003000 (12288)
3B000Ch: 0x00000000 (0)
3B0010h: 0x00000000 (0)
3B0014h: 0x00000100 (256)
3B0018h: 0x01000000 (16777216)
3B0040h: 0x00000000 (0)
3B0044h: 0x00000000 (0)
3B0050h: 0x30003000 (805318656)
3B0054h: 0x30003000 (805318656)
3B0058h: 0x00000000 (0)
3B0070h: 0x00000000 (0)
3B0074h: 0x00000000 (0)
3B1000h: 0x00000000 (0)
3B1004h: 0x00070E1C (462364)
3B1008h: 0x00001000 (4096)
3B100Ch: 0x00008403 (33795)
3B1010h: 0x000000FB (251)
3B1014h: 0x00000000 (0)
3B1018h: 0x00000000 (0)
3B102Ch: 0x00000000 (0)
3B1030h: 0x00010000 (65536)
3B1034h: 0x00000002 (2)
3B1038h: 0x0000FFFF (65535)
3B103Ch: 0x0000010A (266)
3B1040h: 0x00000003 (3)
3B1044h: 0x44170100 (1142358272)
3B1048h: 0x00008000 (32768)
3B104Ch: 0x01010700 (16844544)
3B1050h: 0x0000000F (15)
3B1054h: 0x0000000F (15)
3B1058h: 0x0000000F (15)
3B105Ch: 0x0000000F (15)
3B1060h: 0x00008100 (33024)
3B1064h: 0x00000800 (2048)
3B1400h: 0x00000000 (0)
3B1404h: 0x00000000 (0)
3B1408h: 0x00000000 (0)
3B140Ch: 0x00000000 (0)
3B1410h: 0x00000000 (0)
3B1414h: 0x00000000 (0)
3B1418h: 0x00000000 (0)
3B141Ch: 0x00000000 (0)
3B1420h: 0x00000000 (0)
3B1424h: 0x00000000 (0)
3B1428h: 0x00000000 (0)
3B142Ch: 0x00000000 (0)
3B1430h: 0x00001000 (4096)
3B1434h: 0x00000000 (0)
3B1438h: 0x00000000 (0)
3B143Ch: 0x00001040 (4160)
3B1440h: 0x00000000 (0)
3B1444h: 0x00000000 (0)
3B1448h: 0x00000000 (0)
400000h: 0x00000000 (0)
400004h: 0x00002150 (8528)
400008h: 0x00010000 (65536)
40000Ch: 0x30230000 (807600128)
400010h: 0x00004000 (16384)
400014h: 0x13881000 (327684096)
400018h: 0x00002000 (8192)
40001Ch: 0x13883000 (327692288)
400020h: 0x0001FFFF (131071)
400024h: 0x00000000 (0)
400028h: 0x00002710 (10000)
400030h: 0x050000FF (83886335)
400034h: 0x00000000 (0)
400038h: 0x00000000 (0)
400040h: 0x00000000 (0)
400044h: 0x00000000 (0)
400080h: 0x00010010 (65552)
500008h: 0xDFD1A409 (-539909111)
50000Ch: 0x05010207 (83952135)
500010h: 0x00000000 (0)
500014h: 0x00000001 (1)
500020h: 0x00040000 (262144)
50002Ch: 0x00000000 (0)
500030h: 0x00000006 (6)
500034h: 0x00000000 (0)
500038h: 0x00000144 (324)
50003Ch: 0x00000000 (0)
500040h: 0x00000000 (0)
500044h: 0x00000000 (0)
500048h: 0x00000244 (580)
50004Ch: 0x00000000 (0)
50005Ch: 0x00000000 (0)
500060h: 0x58017C2F (1476492335)
500064h: 0x00000000 (0)
500070h: 0x00000022 (34)
Register data dump finished

EDID 0 (DTZ 4426):
00 FF FF FF FF FF FF 00 12 9A 26 44 26 04 25 20
12 23 01 03 80 35 1E 78 2A DA E5 95 5D 59 94 29
24 50 54 21 08 00 D1 E8 81 00 A9 C0 01 01 61 40
01 01 01 01 01 01 E0 5B 80 B4 70 38 28 40 58 2C
45 00 0E 28 21 00 00 1E 00 00 00 FC 00 44 31 20
0A 20 20 20 20 20 20 20 20 20 00 00 00 FF 00 44
31 2D 32 30 32 35 30 34 32 36 0A 20 00 00 00 FD
00 30 64 64 C8 1E 00 0A 20 20 20 20 20 20 01 51

EDID 1 (VSC A93D):
00 FF FF FF FF FF FF 00 5A 63 3D A9 EF 9D 00 00
1A 21 01 04 B5 46 27 78 3F CE 65 A6 57 51 9F 27
0F 50 54 BF EF 80 E1 C0 D1 40 D1 00 D1 C0 B3 00
95 00 81 80 81 C0 56 5E 00 A0 A0 A0 29 50 30 20
35 00 BA 89 21 00 00 1A 00 00 00 FF 00 57 59 4D
32 33 32 36 34 30 34 33 31 0A 00 00 00 FD 00 18
4B 78 78 20 01 0A 20 20 20 20 20 20 00 00 00 FC
00 56 41 33 32 30 39 2D 51 48 44 0A 20 20 01 28

EDID 2 (SYN 3000):
00 FF FF FF FF FF FF 00 4F 2E 00 30 4E 61 BC 00
2B 17 01 04 A5 00 00 78 2A A2 D0 AC 51 30 B4 25
10 50 54 A5 4B 00 D1 C0 01 01 81 80 01 01 01 01
01 01 01 01 01 01 64 19 00 40 41 00 26 30 18 88
36 00 12 22 21 00 00 19 00 00 00 FD 00 3B 47 1E
6D 10 01 0A 20 20 20 20 20 20 00 00 00 FC 00 4E
6F 6E 2D 50 6E 50 0A 20 20 20 20 20 00 00 00 FE
00 0A 20 20 20 20 20 20 20 20 20 20 20 20 00 95
